imagen,xmin,ymin,xmax,ymax,categoría
12e4fdc9ba42d5107e7fcd2454d85416.jpg,371,211,973,937,0
1372c16e0fd98308eaa7093e3755089c.jpg,470,613,982,962,0
13d907e8e7445657265c3ad7635db877.jpg,330,75,865,574,0
13e673a35bcd07d650490e99d9d892ff.jpg,541,228,1262,683,6
13edd164b8c45d69ca19aef7ecd402b7.jpg,609,328,898,608,0
13edd164b8c45d69ca19aef7ecd402b7.jpg,682,190,939,327,0
155d17e7193f74170873b4cef8032e0b.jpg,392,117,832,705,5
162b7cce9ff678c60f6781b725369af4.jpg,606,276,832,451,0
19498c22f878c055fa3cde48ea848642.jpg,470,129,773,855,0
1997394105f5c1f386977162eb1e8f7b.jpg,711,714,1054,962,0
19a577da74e1405c17bf62e1444a5c97.jpg,352,703,1100,962,2
1ac587b6ee689727de2c5e89845d38b8.jpg,580,434,1100,892,0
1b95755fbeb101b594839b99e325e950.jpg,260,107,1015,962,0
1cbd765c8b37cef42601b3fb070d2f19.jpg,248,154,938,962,0
1e0a955a6897597fd5386d3477c945bb.jpg,293,112,842,744,5
1ec68bee5b098fbedaa344567b726f8c.jpg,390,233,918,843,5
1f27fae92195704ab5e9a0d39377d25a.jpg,206,115,1199,962,5
1f52bc2f955f2fa6742edecffd2a0406.jpg,643,544,1138,962,1
20.04.22.39.JPG,381,256,470,348,2
20.04.22.39.JPG,937,785,1043,911,2
20.04.23.19.JPG,830,382,958,463,2
20.04.23.36.JPG,636,358,716,460,2
20.04.23.41.JPG,629,410,781,617,2
20.04.23.56.JPG,546,345,664,477,2
20210317_122450.jpg,496,883,673,962,0
20210317_122455.jpg,572,773,794,962,0
20210317_122459.jpg,273,773,469,962,0
20210317_122505.jpg,580,962,772,962,0
20210317_122512.jpg,492,823,704,962,0
20210329_113145.jpg,575,962,811,962,1
20210329_113146.jpg,648,962,871,962,1
20210329_113148.jpg,577,811,887,962,1
20210329_113149.jpg,501,874,901,962,1
20210329_113150.jpg,392,843,777,962,1
20210329_113151.jpg,529,849,910,962,1
20210329_113152.jpg,499,763,848,962,1
20210329_113153.jpg,561,836,910,962,1
20210329_113154.jpg,648,760,868,962,1
20210329_113155.jpg,438,731,798,962,1
20210329_113158.jpg,554,802,805,962,1
20210329_113201.jpg,548,807,808,962,1
20210329_113203.jpg,609,790,914,962,1
20210329_113204.jpg,543,800,835,962,1
20210329_113207.jpg,467,852,638,962,1
20210329_113208.jpg,437,962,857,962,1
20210329_113209.jpg,519,962,853,962,1
20210329_113210.jpg,454,962,840,962,1
20210329_113211.jpg,442,943,808,962,1
20210329_113212.jpg,429,958,795,962,1
20210329_113213.jpg,452,959,780,962,1
20210329_113214.jpg,461,865,773,962,1
20210329_113215.jpg,362,778,542,962,1
20210329_113216.jpg,347,749,534,962,1
20210329_113217.jpg,436,750,588,955,1
20210329_113219.jpg,426,873,738,962,1
20210329_113220.jpg,480,747,700,962,1
20210329_113221.jpg,375,791,640,962,1
20210329_113222.jpg,592,765,788,962,1
20210329_155251.jpg,592,847,719,962,1
20210329_155251.jpg,536,962,703,962,1
20210329_155254.jpg,566,902,708,962,1
20210329_155254.jpg,513,962,684,962,1
20210329_155304.jpg,499,827,677,962,1
20210329_155304.jpg,445,962,668,962,1
20210329_155326.jpg,518,311,651,432,1
20210329_155326.jpg,499,418,643,560,1
20210330_101658.jpg,536,436,665,604,1
20210330_101700.jpg,585,418,736,604,1
20210330_101703.jpg,612,458,753,623,1
20210330_101734.jpg,693,902,854,962,1
20210330_101736.jpg,717,931,878,962,1
20210330_101740.jpg,682,909,877,962,1
20210330_101747.jpg,710,962,905,962,1
20210427_181737.jpg,849,465,1052,567,0
20210427_181739.jpg,918,345,1113,486,0
20210427_181742.jpg,763,335,897,549,0
20210427_181744.jpg,714,318,904,509,0
20210427_181745.jpg,761,301,1106,515,0
2035bc08b0d08f9a2eb3a9486452595d.jpg,412,295,728,622,0
21.04.01.00.JPG,501,493,701,634,3
21.04.03.11.JPG,434,124,657,451,3
21.04.03.11.JPG,641,266,771,582,3
21.04.03.11.JPG,796,329,983,598,3
21.04.23.23.JPG,616,457,698,531,3
21.04.23.37.JPG,514,491,687,649,3
21.04.23.38.JPG,527,288,679,466,2
21.04.23.38.JPG,876,645,996,760,3
21.04.23.38.JPG,799,765,905,920,3
2165b5581d00f7c526990efc9605bed5.jpg,327,133,495,346,0
22.04.00.03.JPG,710,523,841,715,3
22.04.00.27.JPG,522,191,684,369,2
22.04.01.34.JPG,511,400,794,560,6
22.04.01.34b.JPG,397,331,876,582,6
22.04.01.34c.JPG,492,414,761,731,6
22.04.22.02.JPG,712,426,1001,596,0
22.04.22.04b.JPG,385,584,607,690,2
22.04.22.21.JPG,322,278,479,366,3
22.04.22.21.JPG,836,559,912,729,3
22.04.22.24.JPG,592,301,752,441,3
22.04.22.29.JPG,504,380,648,549,3
22.04.22.29.JPG,767,366,805,410,4
22.04.22.4.JPG,547,515,847,690,2
22.04.22.44.JPG,520,516,749,658,6
22.04.23.29.JPG,510,366,724,638,3
22.04.23.32.JPG,662,127,743,247,3
23.04.02.29.JPG,462,285,834,557,1
237d3c46839b6bb0b9eb8fb2c5dbc7c7.jpg,271,101,1097,893,5
25742f885b6c718063577c6922fcd77e.jpg,189,226,1162,962,0
26cb750a66ba1c7c118c91ce9db3be88.jpg,665,400,1073,809,6
26d6d716804f141608c359bec3625e0a.jpg,544,243,874,573,0
26e7e44f2f625589120a0649e7ef3c17.jpg,501,34,1122,591,0
287012fdaf0e8ff1e97f7c9579088970.jpg,451,401,562,525,0
2935d9a07fdd260d813e7a4fbe5381a9.jpg,357,279,679,666,0
2a1825143adbaec22fca836833597c9f.jpg,578,119,975,390,0
2bc806fed78cc2538f642fbccbf37b85.jpg,219,203,1063,736,0
2ce49d9479037c1f414282fb2d85c850.jpg,301,20,977,962,0
2e39c1b400285413ca147ed6defaa1f9.jpg,390,308,1005,813,0
2ebbf33cf74c75c73849323eb7f1d5c3.jpg,462,417,798,777,0
2ec6d2e122182d913f4e8e3d4df5a656.jpg,367,262,775,560,0
2ed84a2ce5dfed88c9b2c85eaa297bca.jpg,282,28,1086,928,5
2eebec0086177da8efad20fb257b6386.jpg,681,639,777,717,0
2fb17a38da19cf7d3863ebf663370921.jpg,437,79,675,334,0
30b4bc3d184f38e63a97104b20409011.jpg,378,147,1044,962,0
30ec96a4653ecf96912dd9c7e31f56cb.jpg,185,267,768,962,0
316e4c3c8078f2fbc85cac75436d0c30.jpg,666,279,1038,705,0
32269ea8185cc1cc610f42aa78be4c77.jpg,433,367,1112,962,0
324a82256aef8c1a1ebd3804a4bab4d6.jpg,836,400,1158,720,0
32ef116515fb18c243cb44aafc0c0358.jpg,743,326,922,566,3
34b066203e09e2c819528a5f6795e229.jpg,81,167,1038,962,0
35f8ae55ad53ed97d934df8afb8d5fb8.jpg,255,131,1125,909,5
3655516f25b881621c9fb852419da389.jpg,479,413,900,955,0
36de060e8c00baf24367e52296254aa4.jpg,302,85,1143,827,0
3723e71bbcc43605d143b4f653eaf8bb.jpg,539,642,1062,962,2
38f9dc214b0c142d23f0ecdfef8e744a.jpg,344,340,652,559,0
39341a4f71b4372d2f211a4f6c130d9e.jpg,301,205,1058,962,6
39b369ced0cf41d8e16278c4b052fcf9.jpg,451,157,989,962,3
39e9b51c93bf1f3e0f8a999547a5aa08.jpg,385,227,776,616,6
3a12c1c6a833ef165587ff1f53089240.jpg,388,205,1145,813,5
3a23873a106a448c305805863ac3da3c.jpg,290,419,1152,962,0
3a65fdc02f4b36b097d8f4a75fad3014.jpg,375,261,820,767,0
3b13160178aed80c3fc80f4d2dc52234.jpg,322,207,760,554,0
3c231eae5a58e8c1e47cef5b57608d7c.jpg,671,319,937,622,0
3c231eae5a58e8c1e47cef5b57608d7c.jpg,545,202,798,443,0
3d5066f8c2e85f7f13211a9cf0927ae0.jpg,324,526,1028,962,6
3e121e0513e0a1ced832ddc048cc2fee.jpg,620,227,816,412,0
3e6bd300be7b3b743ed7f5b31c71fc1d.jpg,84,304,1148,851,0
3e7a61e6d91294b67cb08aa420c3ada6.jpg,90,92,1122,864,0
3f2ec3daab6886a2c9b04c3f0e5fc2f7.jpg,79,228,1241,962,0
3fa4cb2201d69815715b4ea5549300aa.jpg,347,420,1065,962,0
3ff32890d553d29bb37790a1a0098aaf.jpg,639,270,1045,536,0
4051c240b4e805796da4e78a3675e807.jpg,547,294,670,478,2
420bb9d2ab14cf5dbb49abc1c41715c1.jpg,405,371,876,657,0
421583c99587201bf127ff7cc1e2a954.jpg,479,161,966,769,5
43bd6819366f7f2ed76166f097666ea6.jpg,289,241,1047,867,0
441bd9c9a139b3ac9df946c64680c0f7.jpg,258,199,806,883,5
45ced5b8625cd987375d839b9c61a951.jpg,339,373,600,707,3
48aee96e54c2f401fd7adec67871f06a.jpg,465,561,690,758,0
48c544dd22517b725a029b9bf856800e.jpg,309,30,470,251,0
48dbdaf03e5b893339fd0fcb656d04ea.jpg,309,61,585,302,3
48e441e17982ffd1e1ca92fe962aac91.jpg,424,297,938,840,0
4b21f016de867fc092fedba33bb170cc.jpg,275,180,760,869,5
4bc6ef688d8151d35d2efe7b6faf3817.jpg,88,509,718,777,0
4be99d1f2d54f78bebf2022ce61cb1e7.jpg,232,270,898,734,0
4db4e70224de497d8b5d2af812ca477a.jpg,245,141,1101,844,0
4de89e82c984c28961382a165f25b300.jpg,569,236,1137,877,1
4f84a7eba86d754c75667898a4650729.jpg,737,318,958,507,2
4f90bb4b8b31875027ee46fe8a35f4e2.jpg,147,121,890,934,5
564f935f6da77a423a3927e6d249d6a7.jpg,211,261,1055,951,0
57ede0ac92dace69adb2e79e4aa3de04.jpg,444,437,632,595,3
59b13a36605a2ee06f2f9a1714e9b212.jpg,400,148,911,537,5
5f76e82d08b64bd79394ee11d725047d.jpg,373,53,933,838,0
5mp_010421_17_24_22_748295.jpg,667,211,783,342,1
5mp_010421_17_24_24_049067.jpg,627,269,782,393,1
5mp_010421_17_24_25_363408.jpg,631,276,773,422,1
5mp_010421_17_24_26_731700.jpg,626,381,749,523,1
5mp_010421_17_24_27_975996.jpg,596,360,738,493,1
5mp_010421_17_24_29_215933.jpg,601,340,748,499,1
5mp_010421_17_24_30_460404.jpg,562,200,704,339,1
5mp_010421_17_24_31_676323.jpg,592,171,694,285,1
5mp_010421_17_24_32_907456.jpg,602,186,705,311,1
5mp_010421_17_24_34_204458.jpg,603,191,745,318,1
5mp_010421_17_24_35_519878.jpg,624,178,757,326,1
5mp_010421_17_24_36_834534.jpg,600,203,748,311,1
5mp_010421_17_24_38_120387.jpg,605,210,741,318,1
5mp_010421_17_40_30_653964.jpg,939,298,961,316,2
5mp_010421_17_40_31_971081.jpg,912,304,936,320,2
5mp_010421_17_40_33_481011.jpg,905,307,928,327,2
5mp_010421_17_40_34_777126.jpg,900,305,927,326,2
5mp_010421_17_40_36_033661.jpg,907,307,936,329,2
5mp_010421_18_32_47_571194.jpg,733,404,758,416,2
5mp_010421_18_32_48_885286.jpg,736,405,761,420,2
5mp_010421_18_32_50_022349.jpg,755,408,777,425,2
5mp_010421_19_14_41_687024.jpg,643,475,665,491,2
5mp_010421_19_14_42_872523.jpg,652,483,671,494,2
5mp_010421_19_14_44_183201.jpg,659,480,684,492,2
5mp_010421_19_14_45_472869.jpg,655,478,680,496,2
5mp_010421_19_14_46_787292.jpg,657,480,681,491,2
5mp_010421_19_14_48_091454.jpg,658,474,688,496,2
5mp_010421_19_14_49_322441.jpg,658,476,683,496,2
5mp_010421_19_14_50_564860.jpg,656,476,677,494,2
5mp_010421_19_14_51_808070.jpg,660,477,684,498,2
5mp_010421_19_15_09_675021.jpg,657,466,676,480,2
5mp_010421_19_37_13_765713.jpg,730,302,874,434,1
5mp_010421_19_37_17_497836.jpg,644,340,801,445,1
5mp_010421_19_37_18_741341.jpg,677,320,810,447,1
5mp_010421_19_50_18_492666.jpg,912,436,953,487,6
5mp_010421_19_50_19_792329.jpg,911,436,960,478,6
5mp_010421_20_14_37_796137.jpg,796,4,887,99,1
5mp_010421_20_14_39_033354.jpg,797,3,894,85,1
5mp_010421_20_14_40_331502.jpg,791,11,907,101,1
5mp_010421_20_14_41_612428.jpg,814,20,913,99,1
5mp_010421_20_14_42_903676.jpg,797,18,912,106,1
5mp_010421_20_14_44_216681.jpg,796,13,916,103,1
5mp_010421_20_14_45_400549.jpg,771,14,932,105,1
5mp_010421_20_14_46_709170.jpg,774,10,919,110,1
5mp_010421_20_14_47_902668.jpg,788,10,921,105,1
5mp_010421_20_14_49_207085.jpg,805,22,918,103,1
5mp_010421_20_14_50_315647.jpg,797,20,932,107,1
5mp_010421_20_14_51_609281.jpg,796,18,922,110,1
5mp_010421_20_14_52_889680.jpg,791,19,917,99,1
5mp_010421_20_14_54_234312.jpg,787,15,923,111,1
5mp_010421_20_14_55_526734.jpg,787,7,932,107,1
5mp_010421_20_42_07_610534.jpg,1220,696,1247,730,4
5mp_010421_20_42_08_908981.jpg,1212,696,1249,726,4
5mp_010421_20_42_10_229486.jpg,1214,689,1253,729,4
5mp_010421_20_42_11_545613.jpg,1226,684,1248,708,4
5mp_010421_20_42_12_769654.jpg,1217,672,1258,712,4
5mp_010421_20_42_14_063742.jpg,1212,661,1256,705,4
5mp_060520_11_12_02_095340.jpg,543,308,650,391,0
5mp_160421_01_40_19_229723.jpg,375,342,455,391,1
5mp_160421_01_40_20_536310.jpg,374,353,438,392,1
5mp_160421_01_40_21_828290.jpg,363,330,429,389,1
5mp_160421_01_40_24_491039.jpg,382,359,457,403,1
5mp_160421_01_40_25_794321.jpg,457,262,524,309,1
5mp_160421_01_40_27_078414.jpg,433,271,507,326,1
5mp_160421_01_40_28_368401.jpg,289,216,350,263,1
5mp_160421_01_41_39_051749.jpg,358,262,416,295,1
5mp_160421_01_41_41_596094.jpg,591,197,624,236,1
5mp_160421_01_47_54_143243.jpg,493,92,676,167,1
5mp_160421_01_52_42_914170.jpg,5,737,120,825,1
5mp_160421_01_52_44_163124.jpg,1,743,124,845,1
5mp_160421_01_54_13_594394.jpg,595,12,667,89,1
5mp_160421_02_02_40_683209.jpg,711,54,750,94,1
5mp_160421_02_31_32_753085.jpg,652,287,779,360,1
5mp_160421_02_31_34_065739.jpg,266,200,510,351,1
5mp_160421_02_31_35_359278.jpg,276,191,483,386,1
5mp_160421_02_31_36_677242.jpg,320,206,556,375,1
5mp_160421_02_31_38_016607.jpg,301,239,499,421,1
5mp_160421_02_31_39_222395.jpg,223,116,440,275,1
5mp_160421_02_40_09_278474.jpg,49,178,144,251,1
5mp_160421_02_40_55_689245.jpg,129,1,206,24,1
5mp_160421_02_40_55_689245.jpg,630,103,727,185,1
5mp_160421_02_53_12_051248.jpg,442,518,462,531,2
5mp_160421_02_53_13_352810.jpg,444,519,464,544,1
5mp_300521_09_20_19_437654.jpg,687,314,714,336,3
5mp_300521_09_20_20_740614.jpg,694,312,715,338,3
5mp_300521_09_20_22_057114.jpg,685,312,715,334,3
5mp_300521_09_20_23_370246.jpg,684,308,716,343,3
5mp_300521_09_20_24_628453.jpg,687,311,719,351,3
5mp_300521_09_20_25_940490.jpg,689,311,712,339,3
5mp_300521_09_20_27_196196.jpg,678,311,715,344,3
5mp_300521_09_20_28_439488.jpg,682,309,714,338,3
5mp_300521_09_20_32_134975.jpg,691,314,711,339,3
5mp_300521_09_20_33_395634.jpg,689,312,718,344,3
5mp_300521_09_20_34_632431.jpg,689,311,712,336,3
5mp_300521_09_20_35_875006.jpg,683,314,718,338,3
5mp_300521_09_20_37_120757.jpg,685,316,713,336,3
5mp_300521_09_20_38_362503.jpg,685,313,714,335,3
5mp_300521_09_20_39_607899.jpg,688,315,711,336,3
5mp_300521_09_20_40_848654.jpg,688,315,711,332,3
5mp_300521_09_20_42_093552.jpg,686,315,715,337,3
5mp_300521_09_20_43_336358.jpg,687,314,713,333,3
5mp_300521_09_20_44_579201.jpg,687,317,710,333,3
5mp_300521_09_20_45_823222.jpg,685,308,715,331,3
5mp_300521_09_20_47_066543.jpg,688,314,710,338,3
5mp_300521_09_20_48_308115.jpg,685,317,722,337,3
5mp_300521_09_20_49_553015.jpg,688,307,712,339,3
5mp_300521_09_20_50_799793.jpg,693,311,719,343,3
5mp_300521_09_20_52_042359.jpg,691,316,713,340,3
5mp_300521_09_20_53_276505.jpg,691,311,719,335,3
5mp_300521_09_20_54_521931.jpg,691,312,708,343,3
5mp_300521_09_20_55_767389.jpg,692,316,712,339,3
5mp_300521_09_20_57_009067.jpg,688,311,716,345,3
5mp_300521_09_20_58_254525.jpg,686,316,710,346,3
5mp_300521_09_20_59_499450.jpg,674,326,705,347,3
5mp_300521_09_21_00_740792.jpg,673,316,701,335,3
5mp_300521_09_21_01_985095.jpg,670,310,701,336,3
5mp_300521_09_21_03_230778.jpg,680,298,704,316,3
5mp_300521_09_21_04_479502.jpg,678,298,706,318,3
5mp_300521_09_21_05_736569.jpg,679,294,707,320,3
5mp_300521_09_21_07_047418.jpg,684,296,707,316,3
5mp_300521_09_21_08_338858.jpg,678,299,704,316,3
5mp_300521_09_21_09_653579.jpg,681,299,707,319,3
5mp_300521_09_21_10_968278.jpg,680,301,709,322,3
5mp_300521_09_21_12_287784.jpg,678,296,714,324,3
5mp_300521_09_21_13_601778.jpg,674,296,708,318,3
5mp_300521_09_21_14_920267.jpg,679,298,708,318,3
5mp_300521_09_21_16_174849.jpg,679,295,707,317,3
5mp_300521_09_21_17_478949.jpg,679,296,712,324,3
5mp_300521_09_21_18_795215.jpg,681,296,705,325,3
5mp_300521_09_21_20_121615.jpg,678,297,710,320,3
5mp_300521_09_21_21_984604.jpg,679,293,713,325,3
5mp_300521_09_21_23_225167.jpg,677,295,705,320,3
5mp_300521_09_21_24_464885.jpg,681,299,712,323,3
5mp_300521_09_21_25_707936.jpg,680,296,708,319,3
5mp_300521_09_21_26_953813.jpg,678,296,709,320,3
5mp_300521_09_22_46_276086.jpg,711,350,735,373,3
5mp_300521_09_22_47_516452.jpg,701,362,731,394,3
5mp_300521_09_22_48_760241.jpg,701,366,726,396,3
5mp_300521_09_22_51_250653.jpg,712,394,743,418,3
5mp_300521_09_22_52_492507.jpg,725,396,752,417,3
5mp_300521_09_22_53_737979.jpg,731,399,758,425,3
5mp_300521_09_23_22_648009.jpg,885,453,906,475,3
5mp_300521_09_23_30_109990.jpg,7,66,50,120,0
5mp_300521_09_23_30_109990.jpg,870,405,897,431,3
5mp_300521_09_24_39_795021.jpg,945,316,974,347,3
5mp_300521_09_24_42_653920.jpg,240,38,323,80,3
5mp_300521_09_34_46_051194.jpg,94,22,147,64,4
5mp_300521_09_34_47_293295.jpg,64,39,136,65,4
5mp_300521_09_34_48_536670.jpg,73,59,120,92,4
5mp_300521_09_34_49_780818.jpg,80,58,121,101,4
5mp_300521_09_34_51_026032.jpg,77,61,126,90,4
5mp_300521_09_34_52_268422.jpg,52,43,116,83,4
5mp_300521_09_35_21_717647.jpg,1,3,154,169,1
5mp_300521_09_35_22_924501.jpg,3,6,153,187,1
5mp_300521_09_35_24_229643.jpg,1,13,160,151,1
5mp_300521_09_35_28_484548.jpg,3,69,57,184,1
5mp_300521_09_35_28_484548.jpg,350,125,381,149,3
5mp_300521_09_35_28_484548.jpg,470,211,487,225,0
5mp_300521_09_35_29_833408.jpg,488,198,509,218,0
5mp_300521_09_35_29_833408.jpg,348,124,376,149,3
5mp_300521_09_35_29_833408.jpg,1,83,40,179,1
5mp_300521_09_35_31_077278.jpg,340,136,365,156,3
5mp_300521_09_35_31_077278.jpg,1,141,43,218,1
5mp_300521_09_35_31_077278.jpg,508,163,527,191,0
5mp_300521_09_35_32_318718.jpg,2,116,42,225,1
5mp_300521_09_35_32_318718.jpg,318,127,350,159,3
5mp_300521_09_35_33_563195.jpg,1,119,75,221,1
5mp_300521_09_35_34_808547.jpg,2,116,100,203,1
5mp_300521_09_35_36_051157.jpg,3,4,176,235,1
5mp_300521_09_35_37_295041.jpg,3,25,185,204,1
5mp_300521_09_35_38_536107.jpg,1,22,181,201,1
5mp_300521_09_35_39_780824.jpg,1,25,202,194,1
5mp_300521_09_35_41_024270.jpg,3,58,211,212,1
5mp_300521_10_18_10_432026.jpg,527,9,750,178,1
5mp_300521_10_18_11_686778.jpg,530,11,771,185,1
5mp_300521_10_18_12_990039.jpg,534,23,778,200,1
5mp_300521_10_18_14_254873.jpg,573,16,791,282,1
5mp_300521_10_18_15_552481.jpg,548,56,750,263,1
5mp_300521_10_18_16_909928.jpg,554,43,780,300,1
5mp_300521_10_18_18_263447.jpg,603,49,805,278,1
5mp_300521_10_18_19_507608.jpg,601,22,816,265,1
5mp_300521_10_18_21_884715.jpg,618,84,958,368,1
5mp_300521_10_18_23_133847.jpg,618,159,931,393,1
5mp_300521_10_18_24_379181.jpg,618,116,925,342,1
5mp_300521_10_18_25_622094.jpg,632,115,926,338,1
5mp_300521_10_18_26_883502.jpg,640,130,918,307,1
5mp_300521_10_18_28_137174.jpg,658,96,926,314,1
5mp_300521_10_18_29_443488.jpg,660,97,934,307,1
5mp_300521_10_18_30_696493.jpg,651,107,912,321,1
5mp_300521_10_18_32_012094.jpg,655,59,932,314,1
5mp_300521_10_18_33_330220.jpg,636,144,907,322,1
5mp_300521_10_18_34_645925.jpg,707,126,921,292,1
5mp_300521_10_18_35_904880.jpg,689,81,973,305,1
5mp_300521_10_31_31_558133.jpg,748,33,786,62,4
5mp_300521_10_31_40_492265.jpg,419,29,458,65,4
5mp_300521_10_47_03_816025.jpg,475,347,542,404,0
5mp_300521_10_47_13_397794.jpg,935,329,996,371,0
5mp_300521_10_47_14_715733.jpg,842,479,885,509,0
609ED7CE-39EC-47BC-9D06-58C9EEB83709.JPG,500,100,797,458,3
61648692ed78cac54921a776d84b305c.jpg,627,44,949,436,0
61d3ebafdae26e031aa443370ba9b615.jpg,601,262,920,630,3
621e0e92ed3a7bb596a5937a72ec92d1.jpg,311,427,914,760,0
6275ff189bfc17892f5a1cd1cc5dcc75.jpg,263,54,846,962,0
62c546430a62d7fe526ef0358eb91672.jpg,636,409,854,666,3
637c841c7cb0525e578445422e1d9329.jpg,452,309,871,866,0
640f73b60d56f6e2af83493ff485d151.jpg,576,209,724,382,0
641d2f8ba7f137e90776284e6b617a4c.jpg,493,254,916,651,0
6452b96595f283e46735baa5f4e22b03.jpg,271,160,927,954,5
669d184890e7c632f915e54997db19d2.jpg,220,60,979,962,0
66b1201b26e79da45b95ba6474669cc4.jpg,293,285,1016,962,0
66b4f44e33ed67d960ed350d077a9490.jpg,211,63,514,336,1
67e1623b8806a33ed4bc75c882a4ed80.jpg,316,259,717,603,0
6be80c3d5e9d709df99439cf1b59e356.jpg,452,256,973,584,0
6d9a01e888e1c3958562946200a56231.jpg,352,437,841,788,0
6df46f393dcacdd94d48a381086c6305.jpg,550,363,786,506,2
6e30b9b890bc9789c1458cfb12990419.jpg,550,234,896,806,0
6f219c585e9735bf88582fc79ae98d69.jpg,492,13,1052,492,5
6f5c45d965b37cb89772cf7192895253.jpg,458,233,905,741,0
6f662f35c5ac8f792c2d034b208f00d9.jpg,379,278,811,774,0
6f7888ef92e52ffd0a1100ca17a46fc0.jpg,492,341,990,870,0
7173cf1e80f92ca8b2e2e35639676c17.jpg,625,132,973,386,0
71bd53952280300aa55e0d0fef4f4195.jpg,316,253,914,829,0
740ce4fe007b597d098230b437c58dba.jpg,85,260,1105,890,0
7489e9b9a44830841c3f82b983b41f83.jpg,239,129,1185,962,0
7588afa9e2b7bbe6b09a4948447f6b5c.jpg,292,172,1155,962,5
77d31e15dbf892ff9e178daced27b1ca.jpg,614,174,1006,590,5
7865163b3f91ae7f9644e0c4909cc9cb.jpg,271,194,614,646,0
78eec75a9c410c224f8e21b5ab2947e4.jpg,458,34,763,377,0
794cba44fb941651059f1b44f2c4f510.jpg,284,335,517,813,0
7b9dc123dcc301d02adf793306e9f0a7.jpg,250,120,990,962,5
7bd0e9570bebc98b2a4e33c7558191c2.jpg,662,227,1026,586,0
7c3df8f626e0b7b0bbe62c4c28c4df33.jpg,471,625,728,962,0
7faca31a698fe4e571c74d4147256093.jpg,190,135,1101,962,5
80588417df262ffb62f360e09543d846.jpg,206,105,1047,962,5
818dbcb48e559c95b07e11609c4d77f9.jpg,263,351,324,472,0
81981067dd636dc4e6d446c6a8ef4549.jpg,217,251,1111,769,0
81e3ca9254f18d9d235f8f5d192cefe6.jpg,228,369,681,962,6
8211dcfb54aa1eaaf3b38ea151a36066.jpg,405,379,820,602,0
828054bf4fbc02492b46d129c69414b4.jpg,206,177,1206,875,5
828c4178913fdcf91c52e78577f91b10.jpg,374,449,992,809,0
82acf7bc41dade8779855b10a43d6d06.jpg,160,240,1170,962,0
82d42a61b6f164eec491f48504377ec5.jpg,355,230,970,844,5
82f0dce8d2f22f80f8771e5173caae78.jpg,295,518,1266,962,5
83b302967d5def0f03f3a0fe16e466e7.jpg,541,501,901,751,4
83d54b8f1517985a50760e5db03bbaef.jpg,584,395,747,740,6
854a30d7ce6fb452c034fe8a3f862bdc.jpg,381,962,1227,962,0
8588f461e6240a816cbf1bcfec56ac27.jpg,295,228,1133,779,5
860640806bd7fcfc3f584b4e251c3cb3.jpg,293,218,570,408,2
8715eeaf9c640a73f9bf0c9f35a8c423.jpg,374,244,847,962,0
87650381ddda55a126b229f97251412b.jpg,417,346,725,538,4
8841a14ad35701aadaab55b1d9e9119d.jpg,492,199,1006,643,0
88ef8ed8fe6c30b29bb804ceb8148fb9.jpg,406,272,703,518,2
891d15b5fe16e7f235f5d4b3294525fc.jpg,179,86,963,962,5
