imagen,xmin,ymin,xmax,ymax,categoría,deteccion1,nivel1,deteccion2,nivel2,deteccion3,nivel3,deteccion4,nivel4,deteccion5,nivel5
069cd8d61907b3277452b74b606af186.jpg,560,383,735,614,Bee,Bee,0.7341475486755371,Bee,0.7271302938461304,Bee,0.8148640394210815,Bee,0.6705505847930908,Bee,0.5689882636070251
077bffb11c5ead6c18fcfaf277f6eff6.jpg,401,466,1098,962,Bee,no_detection,0.0,Bee,0.32027503848075867,Bee,0.4311077892780304,Diptera,0.287802129983902,no_detection,0.0
0b5df3a07badcde3ab145c3ed3e3ba1c.jpg,387,64,894,464,Bee,Bee,0.6628019213676453,Bee,0.6785057187080383,Bee,0.8240864872932434,Bee,0.5896074175834656,Bee,0.8536320328712463
0c09f4425b04542faaecf557c6665551.jpg,465,250,823,698,Bee,Bee,0.7771026492118835,Bee,0.7190155386924744,Bee,0.8415916562080383,Coleoptera,0.5141327381134033,no_detection,0.0
0d281b9916d7d22f9496394555166c11.jpg,368,334,976,822,Bee,Bee,0.53614342212677,Bee,0.675933301448822,Bee,0.6662377119064331,Bee,0.7760317325592041,Bee,0.26667729020118713
0eaa34168e028c8e13c5ceedcda9197a.jpg,121,219,1096,953,Bee,Bee,0.6660428643226624,Bee,0.66800457239151,Bee,0.5478456616401672,Bee,0.7361674904823303,Bee,0.3997911214828491
0f240c416b93e7ab9d7245aedb436064.jpg,177,251,852,962,Bee,Bee,0.7881749272346497,Bee,0.6476627588272095,Bee,0.7965875864028931,Bee,0.7179610729217529,no_detection,0.0
12e4fdc9ba42d5107e7fcd2454d85416.jpg,371,211,973,937,Bee,no_detection,0.0,no_detection,0.0,no_detection,0.0,Bee,0.5997517704963684,Bee,0.45057687163352966
1372c16e0fd98308eaa7093e3755089c.jpg,470,613,982,962,Bee,no_detection,0.0,no_detection,0.0,no_detection,0.0,Coleoptera,0.5299868583679199,no_detection,0.0
13edd164b8c45d69ca19aef7ecd402b7.jpg,609,328,898,608,Bee,no_detection,0.0,Bee,0.4418538808822632,Bee,0.6267170310020447,Bee,0.48908427357673645,no_detection,0.0
13edd164b8c45d69ca19aef7ecd402b7.jpg,682,190,939,327,Bee,no_detection,0.0,Bee,0.4418538808822632,Bee,0.6267170310020447,Bee,0.48908427357673645,no_detection,0.0
162b7cce9ff678c60f6781b725369af4.jpg,606,276,832,451,Bee,no_detection,0.0,Lepidoptera,0.3726380169391632,Lepidoptera,0.41386401653289795,Lepidoptera,0.3445417284965515,no_detection,0.0
19498c22f878c055fa3cde48ea848642.jpg,470,129,773,855,Bee,no_detection,0.0,Bee,0.4816437065601349,Bee,0.5777896046638489,Bee,0.738097071647644,no_detection,0.0
1997394105f5c1f386977162eb1e8f7b.jpg,711,714,1054,962,Bee,Others,0.3632168769836426,no_detection,0.0,no_detection,0.0,no_detection,0.0,Bee,0.7437158823013306
19a577da74e1405c17bf62e1444a5c97.jpg,352,703,1100,962,Diptera,Coleoptera,0.44287481904029846,Others,0.4849146008491516,Coleoptera,0.4699018597602844,Diptera,0.5752506256103516,no_detection,0.0
1ac587b6ee689727de2c5e89845d38b8.jpg,580,434,1100,892,Bee,Wasp,0.5894585251808167,Bee,0.3668864667415619,Bee,0.6669652462005615,no_detection,0.0,no_detection,0.0
1b95755fbeb101b594839b99e325e950.jpg,260,107,1015,962,Bee,Bee,0.7318887710571289,Bee,0.6284511685371399,Bee,0.674811601638794,Bee,0.7818071842193604,Wasp,0.398943692445755
1cbd765c8b37cef42601b3fb070d2f19.jpg,248,154,938,962,Bee,Bee,0.4452153146266937,Bee,0.7267829775810242,Bee,0.5917249917984009,Bee,0.7195550203323364,Wasp,0.28934019804000854
1f52bc2f955f2fa6742edecffd2a0406.jpg,643,544,1138,962,Lepidoptera,Lepidoptera,0.637131929397583,Lepidoptera,0.5213193297386169,Lepidoptera,0.6199294924736023,Lepidoptera,0.5826333165168762,no_detection,0.0
20.04.22.39.JPG,381,256,470,348,Diptera,no_detection,0.0,Diptera,0.3460041582584381,Diptera,0.3626154363155365,no_detection,0.0,Coleoptera,0.7836630344390869
20.04.22.39.JPG,937,785,1043,911,Diptera,no_detection,0.0,Diptera,0.3460041582584381,Diptera,0.3626154363155365,no_detection,0.0,Coleoptera,0.7836630344390869
20.04.23.36.JPG,636,358,716,460,Diptera,no_detection,0.0,Coleoptera,0.5190979838371277,Coleoptera,0.4521831274032593,no_detection,0.0,Coleoptera,0.3057371973991394
20.04.23.41.JPG,629,410,781,617,Diptera,Diptera,0.3077690601348877,Diptera,0.31776848435401917,Diptera,0.5819379091262817,Diptera,0.3526538014411926,Coleoptera,0.3020319640636444
20.04.23.56.JPG,546,345,664,477,Diptera,Diptera,0.38909849524497986,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0
20210317_122450.jpg,496,883,673,962,Bee,no_detection,0.0,Bee,0.3266427516937256,Bee,0.46308961510658264,no_detection,0.0,no_detection,0.0
20210317_122455.jpg,572,773,794,962,Bee,Bee,0.7762296199798584,Bee,0.30228477716445923,Bee,0.404266357421875,Bee,0.39243271946907043,Bee,0.4942359924316406
20210317_122459.jpg,273,773,469,962,Bee,Bee,0.6437801122665405,Bee,0.49768251180648804,Bee,0.5099388957023621,Bee,0.3014274835586548,Bee,0.8711966276168823
20210317_122512.jpg,492,823,704,962,Bee,Bee,0.4449465572834015,Bee,0.3449351489543915,no_detection,0.0,Bee,0.30136382579803467,Bee,0.7839717268943787
20210329_113145.jpg,575,962,811,962,Lepidoptera,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0
20210329_113146.jpg,648,962,871,962,Lepidoptera,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0
20210329_113149.jpg,501,874,901,962,Lepidoptera,Lepidoptera,0.43589937686920166,no_detection,0.0,Lepidoptera,0.4658043086528778,Lepidoptera,0.4000389575958252,no_detection,0.0
20210329_113151.jpg,529,849,910,962,Lepidoptera,no_detection,0.0,no_detection,0.0,Lepidoptera,0.3526036739349365,Lepidoptera,0.3640466034412384,no_detection,0.0
20210329_113153.jpg,561,836,910,962,Lepidoptera,Lepidoptera,0.40481650829315186,Lepidoptera,0.2547297775745392,Lepidoptera,0.37261486053466797,Lepidoptera,0.35486146807670593,Lepidoptera,0.5903643369674683
20210329_113154.jpg,648,760,868,962,Lepidoptera,no_detection,0.0,no_detection,0.0,Lepidoptera,0.5254180431365967,Lepidoptera,0.441779762506485,Lepidoptera,0.3366515636444092
20210329_113155.jpg,438,731,798,962,Lepidoptera,Lepidoptera,0.5101777911186218,Lepidoptera,0.40246838331222534,Lepidoptera,0.7394971251487732,Lepidoptera,0.589880108833313,Lepidoptera,0.509935736656189
20210329_113201.jpg,548,807,808,962,Lepidoptera,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0
20210329_113203.jpg,609,790,914,962,Lepidoptera,Lepidoptera,0.40007179975509644,Lepidoptera,0.3064691424369812,Lepidoptera,0.4124201834201813,Lepidoptera,0.3693144619464874,no_detection,0.0
20210329_113208.jpg,437,962,857,962,Lepidoptera,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0
20210329_113209.jpg,519,962,853,962,Lepidoptera,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0
20210329_113211.jpg,442,943,808,962,Lepidoptera,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0
20210329_113212.jpg,429,958,795,962,Lepidoptera,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0
20210329_113216.jpg,347,749,534,962,Lepidoptera,Lepidoptera,0.2695758044719696,no_detection,0.0,Lepidoptera,0.370318204164505,no_detection,0.0,Lepidoptera,0.343953937292099
20210329_113217.jpg,436,750,588,955,Lepidoptera,no_detection,0.0,no_detection,0.0,Lepidoptera,0.555550217628479,Lepidoptera,0.5761152505874634,Lepidoptera,0.8045444488525391
20210329_113220.jpg,480,747,700,962,Lepidoptera,Lepidoptera,0.42314860224723816,Lepidoptera,0.3034316897392273,Lepidoptera,0.3694091737270355,Lepidoptera,0.49233248829841614,Lepidoptera,0.352114737033844
20210329_113221.jpg,375,791,640,962,Lepidoptera,Lepidoptera,0.30064329504966736,Lepidoptera,0.4768514037132263,Lepidoptera,0.38536426424980164,Lepidoptera,0.45049789547920227,Lepidoptera,0.7475075125694275
20210329_113222.jpg,592,765,788,962,Lepidoptera,Lepidoptera,0.33945533633232117,Lepidoptera,0.4259951710700989,Lepidoptera,0.45505139231681824,Lepidoptera,0.38601911067962646,no_detection,0.0
20210329_155251.jpg,592,847,719,962,Lepidoptera,Lepidoptera,0.6451336741447449,no_detection,0.0,Lepidoptera,0.5859853029251099,Lepidoptera,0.4538273513317108,no_detection,0.0
20210329_155251.jpg,536,962,703,962,Lepidoptera,Lepidoptera,0.6451336741447449,no_detection,0.0,Lepidoptera,0.5859853029251099,Lepidoptera,0.4538273513317108,no_detection,0.0
20210329_155254.jpg,566,902,708,962,Lepidoptera,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0
20210329_155254.jpg,513,962,684,962,Lepidoptera,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0
20210329_155326.jpg,518,311,651,432,Lepidoptera,Lepidoptera,0.6421533823013306,Lepidoptera,0.6149840354919434,Lepidoptera,0.4178570806980133,Lepidoptera,0.3484269380569458,no_detection,0.0
20210329_155326.jpg,499,418,643,560,Lepidoptera,Lepidoptera,0.6421533823013306,Lepidoptera,0.6149840354919434,Lepidoptera,0.4178570806980133,Lepidoptera,0.3484269380569458,no_detection,0.0
20210330_101734.jpg,693,902,854,962,Lepidoptera,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0
20210330_101736.jpg,717,931,878,962,Lepidoptera,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0
20210330_101747.jpg,710,962,905,962,Lepidoptera,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0
20210427_181737.jpg,849,465,1052,567,Bee,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0
20210427_181739.jpg,918,345,1113,486,Bee,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0
20210427_181742.jpg,763,335,897,549,Bee,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0
2035bc08b0d08f9a2eb3a9486452595d.jpg,412,295,728,622,Bee,Bee,0.8230572938919067,Bee,0.6904699206352234,Hoverfly,0.4251363277435303,Bee,0.6862511038780212,Bee,0.628717839717865
21.04.01.00.JPG,501,493,701,634,Coleoptera,Coleoptera,0.3951684236526489,Coleoptera,0.4449767470359802,Coleoptera,0.431386798620224,Coleoptera,0.36675554513931274,Coleoptera,0.35479262471199036
21.04.03.11.JPG,434,124,657,451,Coleoptera,Coleoptera,0.37087735533714294,no_detection,0.0,no_detection,0.0,no_detection,0.0,Coleoptera,0.6241210699081421
21.04.03.11.JPG,641,266,771,582,Coleoptera,Coleoptera,0.37087735533714294,no_detection,0.0,no_detection,0.0,no_detection,0.0,Coleoptera,0.6241210699081421
21.04.03.11.JPG,796,329,983,598,Coleoptera,Coleoptera,0.37087735533714294,no_detection,0.0,no_detection,0.0,no_detection,0.0,Coleoptera,0.6241210699081421
21.04.23.38.JPG,527,288,679,466,Diptera,Diptera,0.6072649955749512,Diptera,0.34276703000068665,Diptera,0.40859705209732056,Diptera,0.31483107805252075,Coleoptera,0.29783895611763
21.04.23.38.JPG,876,645,996,760,Coleoptera,Diptera,0.6072649955749512,Diptera,0.34276703000068665,Diptera,0.40859705209732056,Diptera,0.31483107805252075,Coleoptera,0.29783895611763
21.04.23.38.JPG,799,765,905,920,Coleoptera,Diptera,0.6072649955749512,Diptera,0.34276703000068665,Diptera,0.40859705209732056,Diptera,0.31483107805252075,Coleoptera,0.29783895611763
2165b5581d00f7c526990efc9605bed5.jpg,327,133,495,346,Bee,Bee,0.3698791563510895,Bee,0.7011141777038574,no_detection,0.0,Bee,0.6122438907623291,Bee,0.8118648529052734
22.04.00.27.JPG,522,191,684,369,Diptera,Diptera,0.5553426742553711,Diptera,0.5260109305381775,Diptera,0.3271259367465973,Diptera,0.44408389925956726,no_detection,0.0
22.04.01.34.JPG,511,400,794,560,Hoverfly,Hoverfly,0.7259089350700378,Hoverfly,0.7585574388504028,Hoverfly,0.7193247675895691,Hoverfly,0.5965282917022705,no_detection,0.0
22.04.22.02.JPG,712,426,1001,596,Bee,Others,0.2574213743209839,Bee,0.2984118163585663,Bee,0.31356340646743774,Bee,0.41789326071739197,no_detection,0.0
22.04.22.21.JPG,322,278,479,366,Coleoptera,no_detection,0.0,Coleoptera,0.3509162962436676,no_detection,0.0,no_detection,0.0,no_detection,0.0
22.04.22.21.JPG,836,559,912,729,Coleoptera,no_detection,0.0,Coleoptera,0.3509162962436676,no_detection,0.0,no_detection,0.0,no_detection,0.0
22.04.22.29.JPG,504,380,648,549,Coleoptera,Coleoptera,0.37490519881248474,Coleoptera,0.3915513753890991,Coleoptera,0.5117101669311523,Coleoptera,0.4988742172718048,no_detection,0.0
22.04.22.29.JPG,767,366,805,410,Others,Coleoptera,0.37490519881248474,Coleoptera,0.3915513753890991,Coleoptera,0.5117101669311523,Coleoptera,0.4988742172718048,no_detection,0.0
22.04.22.4.JPG,547,515,847,690,Diptera,Diptera,0.6903020739555359,Diptera,0.6631572246551514,Diptera,0.4793069660663605,Diptera,0.4925385117530823,no_detection,0.0
22.04.23.32.JPG,662,127,743,247,Coleoptera,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0
25742f885b6c718063577c6922fcd77e.jpg,189,226,1162,962,Bee,Bee,0.7090674042701721,Bee,0.66447514295578,Bee,0.629487931728363,Bee,0.7112215757369995,no_detection,0.0
26d6d716804f141608c359bec3625e0a.jpg,544,243,874,573,Bee,no_detection,0.0,Bee,0.7952449321746826,Bee,0.46689289808273315,Bee,0.6066995859146118,no_detection,0.0
287012fdaf0e8ff1e97f7c9579088970.jpg,451,401,562,525,Bee,Bee,0.3087165057659149,Bee,0.5169004797935486,no_detection,0.0,Bee,0.35852181911468506,no_detection,0.0
2bc806fed78cc2538f642fbccbf37b85.jpg,219,203,1063,736,Bee,Bee,0.7912316918373108,Bee,0.594410240650177,Bee,0.8384953737258911,Bee,0.7071382403373718,Bee,0.8493338823318481
2ce49d9479037c1f414282fb2d85c850.jpg,301,20,977,962,Bee,Bee,0.8282057046890259,Bee,0.7435129880905151,Bee,0.8411437273025513,Bee,0.7785755395889282,Bee,0.5904632210731506
2e39c1b400285413ca147ed6defaa1f9.jpg,390,308,1005,813,Bee,Wasp,0.7679761648178101,Wasp,0.6448847055435181,Wasp,0.6509869694709778,Wasp,0.5639947056770325,no_detection,0.0
2ebbf33cf74c75c73849323eb7f1d5c3.jpg,462,417,798,777,Bee,Bee,0.6328830718994141,Bee,0.5768674612045288,Bee,0.7532516121864319,Coleoptera,0.38771653175354004,no_detection,0.0
2ec6d2e122182d913f4e8e3d4df5a656.jpg,367,262,775,560,Bee,Bee,0.2657340168952942,Bee,0.7122394442558289,Bee,0.5259162783622742,Hoverfly,0.34531867504119873,no_detection,0.0
30b4bc3d184f38e63a97104b20409011.jpg,378,147,1044,962,Bee,Bee,0.7462399005889893,Bee,0.6007763743400574,Bee,0.7781990170478821,Bee,0.7888638973236084,Hoverfly,0.28284725546836853
324a82256aef8c1a1ebd3804a4bab4d6.jpg,836,400,1158,720,Bee,no_detection,0.0,Bee,0.5943136215209961,no_detection,0.0,no_detection,0.0,no_detection,0.0
34b066203e09e2c819528a5f6795e229.jpg,81,167,1038,962,Bee,no_detection,0.0,Wasp,0.435107558965683,Bee,0.5388454794883728,Bee,0.4493686258792877,no_detection,0.0
35f8ae55ad53ed97d934df8afb8d5fb8.jpg,255,131,1125,909,Wasp,Bee,0.8043866753578186,Bee,0.7374186515808105,Bee,0.736116886138916,Bee,0.7459657788276672,Bee,0.47372716665267944
3655516f25b881621c9fb852419da389.jpg,479,413,900,955,Bee,Others,0.28187793493270874,Bee,0.41015225648880005,Bee,0.6203895807266235,Coleoptera,0.4902687966823578,Hoverfly,0.30199748277664185
3a12c1c6a833ef165587ff1f53089240.jpg,388,205,1145,813,Wasp,Wasp,0.7290496826171875,Wasp,0.6122605800628662,Wasp,0.6478742957115173,Wasp,0.686016857624054,no_detection,0.0
3a23873a106a448c305805863ac3da3c.jpg,290,419,1152,962,Bee,Bee,0.31362801790237427,Bee,0.6221869587898254,Bee,0.6820354461669922,Bee,0.7115232348442078,Bee,0.4177783131599426
3c231eae5a58e8c1e47cef5b57608d7c.jpg,671,319,937,622,Bee,Bee,0.2670474350452423,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0
3c231eae5a58e8c1e47cef5b57608d7c.jpg,545,202,798,443,Bee,Bee,0.2670474350452423,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0
3e121e0513e0a1ced832ddc048cc2fee.jpg,620,227,816,412,Bee,Bee,0.7979668974876404,Bee,0.6904093027114868,Bee,0.8057296872138977,Bee,0.7392994165420532,Bee,0.6806894540786743
3f2ec3daab6886a2c9b04c3f0e5fc2f7.jpg,79,228,1241,962,Bee,Bee,0.27016526460647583,no_detection,0.0,Wasp,0.6001341342926025,Wasp,0.3698881268501282,no_detection,0.0
3ff32890d553d29bb37790a1a0098aaf.jpg,639,270,1045,536,Bee,Bee,0.3367712199687958,no_detection,0.0,Diptera,0.35553741455078125,Diptera,0.5412427186965942,Bee,0.2629552483558655
420bb9d2ab14cf5dbb49abc1c41715c1.jpg,405,371,876,657,Bee,Bee,0.7258066534996033,Bee,0.26385924220085144,Bee,0.39604297280311584,Bee,0.48716604709625244,Diptera,0.2896197736263275
43bd6819366f7f2ed76166f097666ea6.jpg,289,241,1047,867,Bee,Bee,0.8443719148635864,Bee,0.7533367872238159,Bee,0.6925599575042725,Bee,0.7652825117111206,Bee,0.7067406177520752
48aee96e54c2f401fd7adec67871f06a.jpg,465,561,690,758,Bee,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0
48e441e17982ffd1e1ca92fe962aac91.jpg,424,297,938,840,Bee,Bee,0.8921127915382385,Bee,0.7737794518470764,Bee,0.8124145269393921,Bee,0.7930643558502197,no_detection,0.0
4bc6ef688d8151d35d2efe7b6faf3817.jpg,88,509,718,777,Bee,Bee,0.3337920308113098,Bee,0.5803958773612976,Bee,0.35178667306900024,Bee,0.7358856797218323,Diptera,0.4597105383872986
4f84a7eba86d754c75667898a4650729.jpg,737,318,958,507,Diptera,Diptera,0.4081869125366211,no_detection,0.0,Diptera,0.25372517108917236,Diptera,0.2686430513858795,no_detection,0.0
564f935f6da77a423a3927e6d249d6a7.jpg,211,261,1055,951,Bee,Bee,0.6988222002983093,Hoverfly,0.5638216733932495,Hoverfly,0.5696766972541809,Bee,0.4222946763038635,Wasp,0.32003214955329895
57ede0ac92dace69adb2e79e4aa3de04.jpg,444,437,632,595,Coleoptera,no_detection,0.0,Coleoptera,0.31832799315452576,no_detection,0.0,no_detection,0.0,no_detection,0.0
59b13a36605a2ee06f2f9a1714e9b212.jpg,400,148,911,537,Wasp,Bee,0.4046143591403961,Bee,0.547132134437561,Wasp,0.5917287468910217,Wasp,0.54414963722229,no_detection,0.0
5f76e82d08b64bd79394ee11d725047d.jpg,373,53,933,838,Bee,Bee,0.8752198219299316,Bee,0.7678353786468506,Bee,0.6501869559288025,Bee,0.7333545088768005,Bee,0.6729352474212646
5mp_010421_17_24_22_748295.jpg,667,211,783,342,Lepidoptera,Lepidoptera,0.5345521569252014,Lepidoptera,0.5213056206703186,Lepidoptera,0.6271383762359619,Lepidoptera,0.6893395185470581,no_detection,0.0
5mp_010421_17_24_27_975996.jpg,596,360,738,493,Lepidoptera,Lepidoptera,0.48692452907562256,Lepidoptera,0.5030679106712341,Lepidoptera,0.44088026881217957,Lepidoptera,0.4751853048801422,Lepidoptera,0.7413284182548523
5mp_010421_17_24_29_215933.jpg,601,340,748,499,Lepidoptera,Lepidoptera,0.5729756951332092,Lepidoptera,0.5670302510261536,no_detection,0.0,Lepidoptera,0.47871801257133484,Lepidoptera,0.7714099287986755
5mp_010421_17_24_30_460404.jpg,562,200,704,339,Lepidoptera,Lepidoptera,0.5864331722259521,Lepidoptera,0.6239550113677979,Lepidoptera,0.6411814093589783,Lepidoptera,0.7575711607933044,Lepidoptera,0.7896029949188232
5mp_010421_17_24_31_676323.jpg,592,171,694,285,Lepidoptera,Lepidoptera,0.5434686541557312,Lepidoptera,0.6338830590248108,Lepidoptera,0.6538334488868713,Lepidoptera,0.6050798892974854,Lepidoptera,0.6047217845916748
5mp_010421_17_24_32_907456.jpg,602,186,705,311,Lepidoptera,Lepidoptera,0.758786678314209,Lepidoptera,0.642911434173584,Lepidoptera,0.6571084260940552,Lepidoptera,0.7916662693023682,Lepidoptera,0.38045766949653625
5mp_010421_17_24_36_834534.jpg,600,203,748,311,Lepidoptera,Lepidoptera,0.5474829077720642,Lepidoptera,0.5524651408195496,Lepidoptera,0.6749716401100159,Lepidoptera,0.6393762230873108,Lepidoptera,0.5711233019828796
5mp_010421_17_24_38_120387.jpg,605,210,741,318,Lepidoptera,Lepidoptera,0.7359703183174133,Lepidoptera,0.6275774836540222,Lepidoptera,0.751370370388031,Lepidoptera,0.5976228713989258,Lepidoptera,0.6821844577789307
5mp_010421_17_40_30_653964.jpg,939,298,961,316,Diptera,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0
5mp_010421_17_40_31_971081.jpg,912,304,936,320,Diptera,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0
5mp_010421_17_40_33_481011.jpg,905,307,928,327,Diptera,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0
5mp_010421_17_40_34_777126.jpg,900,305,927,326,Diptera,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0
5mp_010421_17_40_36_033661.jpg,907,307,936,329,Diptera,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0
5mp_010421_18_32_47_571194.jpg,733,404,758,416,Diptera,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0
5mp_010421_18_32_48_885286.jpg,736,405,761,420,Diptera,no_detection,0.0,no_detection,0.0,Lepidoptera,0.3146918714046478,no_detection,0.0,no_detection,0.0
5mp_010421_18_32_50_022349.jpg,755,408,777,425,Diptera,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0
5mp_010421_19_14_42_872523.jpg,652,483,671,494,Diptera,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0,Lepidoptera,0.5336045622825623
5mp_010421_19_14_44_183201.jpg,659,480,684,492,Diptera,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0,Lepidoptera,0.5242252945899963
5mp_010421_19_14_48_091454.jpg,658,474,688,496,Diptera,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0,Lepidoptera,0.4227698743343353
5mp_010421_19_14_49_322441.jpg,658,476,683,496,Diptera,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0,Lepidoptera,0.4036707580089569
5mp_010421_19_14_50_564860.jpg,656,476,677,494,Diptera,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0,Lepidoptera,0.4131675660610199
5mp_010421_19_14_51_808070.jpg,660,477,684,498,Diptera,no_detection,0.0,no_detection,0.0,no_detection,0.0,no_detection,0.0,Lepidoptera,0.3608723282814026
5mp_010421_19_37_17_497836.jpg,644,340,801,445,Lepidoptera,Lepidoptera,0.37596651911735535,Lepidoptera,0.49355077743530273,Lepidoptera,0.30742570757865906,Lepidoptera,0.3129027783870697,Lepidoptera,0.43315091729164124
5mp_010421_19_37_18_741341.jpg,677,320,810,447,Lepidoptera,Lepidoptera,0.5018444061279297,no_detection,0.0,Lepidoptera,0.3162631690502167,Lepidoptera,0.5708918571472168,no_detection,0.0
5mp_010421_20_14_37_796137.jpg,796,4,887,99,Lepidoptera,Lepidoptera,0.5676946043968201,Lepidoptera,0.3476627469062805,Lepidoptera,0.35891327261924744,Lepidoptera,0.2568703293800354,Lepidoptera,0.7128854990005493
5mp_010421_20_14_40_331502.jpg,791,11,907,101,Lepidoptera,Lepidoptera,0.5527504682540894,Lepidoptera,0.5782807469367981,Lepidoptera,0.6127914786338806,Lepidoptera,0.37198323011398315,Lepidoptera,0.8126067519187927
5mp_010421_20_14_41_612428.jpg,814,20,913,99,Lepidoptera,Lepidoptera,0.6172882914543152,Lepidoptera,0.3037413954734802,Lepidoptera,0.6853485703468323,Lepidoptera,0.4392035901546478,Lepidoptera,0.8362476229667664
5mp_010421_20_14_42_903676.jpg,797,18,912,106,Lepidoptera,Lepidoptera,0.6502761840820312,Lepidoptera,0.4654242694377899,Lepidoptera,0.6761035323143005,Lepidoptera,0.42550286650657654,Lepidoptera,0.8182238936424255
